hotspot_center_lat,hotspot_center_lng,accident_count
37.64594521326796,127.05469878971238,6
37.49097350374292,127.05571634149666,7
37.508092613372916,127.05572906262493,5
37.56575661663496,127.05577199201076,7
37.653152544978404,127.05583729056862,7
37.52070612306795,127.0568696510853,5
37.544132141860786,127.05688744112611,7
37.62882543226208,127.05695193109622,7
37.56305253809145,127.05803367310668,6
37.59278533162747,127.05805675375882,5
37.65405243260121,127.058104420996,5
37.47565471589334,127.05909655470545,6
37.508090963850556,127.05912211573838,18
37.66125972113613,127.05924337580348,6
37.51439741969954,127.06025820351275,14
37.59638816063449,127.06032425925314,5
37.65405129448621,127.060370876647,6
37.65585325831429,127.06037233558297,6
37.508089810022476,127.06138415099012,6
37.53692187931751,127.06140777695758,6
37.63152611515772,127.06148553656999,10
37.590080042143974,127.06258368282066,11
37.65585207657824,127.06263884587557,5
37.5080886128772,127.06364618611049,7
37.508989617139925,127.06364695110084,7
37.54232667798114,127.06367527970333,6
37.645940662131586,127.06376362665698,5
37.654950487592664,127.06377133040776,5
37.47925578954069,127.06475230721102,9
37.50538498450537,127.06477486807437,5
37.562148008693484,127.06482398010836,9
37.571157962220404,127.06483178834786,5
37.6432370939972,127.06489437961326,5
37.57295932416678,127.06596534821558,6
37.500878697363056,127.06703279364308,7
37.65584958246372,127.0671718660513,7
37.50087805022612,127.06816370231525,5
37.57295803739404,127.06822934371382,5
37.57836400086648,127.06823427625218,8
37.588274921006956,127.06824332266311,6
37.63602730233067,127.06828697209076,12
37.49637236388539,127.06929044818482,5
37.63692762574939,127.06942076414506,5
37.64864041275076,127.06943166473268,6
37.64954139540049,127.06943250350089,6
37.49637169520367,127.070421288846,7
37.510787773539235,127.0704348304135,9
37.53961982437501,127.07046194250808,13
37.510787093680904,127.07156588849006,7
37.57205503149624,127.07162447381195,5
37.57926228988394,127.07276347093182,5
37.591876182193964,127.07277575000384,6
37.59277717346758,127.07277662737341,7
37.62521276746532,127.07280823871696,9
37.55943970176355,127.07387598375644,7
37.58016186569431,127.07502856103763,6
37.61800345381646,127.07506656990596,8
37.6387261251622,127.0750874144353,7
37.49276416478238,127.0760718359948,5
37.58016114071139,127.07616066761908,9
37.61710174050603,127.07619833053504,6
37.61800272784858,127.0761992500022,9
37.61800199100859,127.07733193005748,5
37.511683790657216,127.07835317796382,5
37.61890223045317,127.0784655569157,9
37.55673303618291,127.07953207543733,8
37.57204995809241,127.07954836057803,7
37.58105989354319,127.07955794583344,10
37.59907972307578,127.07957712915555,6
37.510781264922116,127.08061435167271,6
37.572049189903716,127.08068034423592,5
37.573851178047285,127.08068228822047,5
37.48915636251581,127.08172183943555,5
37.510779699429094,127.08287646704902,7
37.51168070289258,127.08287746327278,5
37.60177955151844,127.08410974388738,5
37.545016123360206,127.08517750409649,9
37.592768013519425,127.08636419718664,5
37.594569995060716,127.08636627967797,5
37.621599651976496,127.08639753931814,5
37.5594304225759,127.08745749706846,9
37.588262223453974,127.08749122072074,5
37.62159881717983,127.0875302736538,7
37.58375641935169,127.08861810890411,6
37.55222075231416,127.08971244057075,5
37.58916151472202,127.08975676041601,6
37.598169677367785,127.09203234030844,5
37.51077211860934,127.09305598397675,5
37.51167312182756,127.09305710256389,5
37.5900598741388,127.09315461056713,7
37.59816878895064,127.09316471918086,16
37.59906796930989,127.09543062751398,6
37.51617448430121,127.09758725106195,9
37.51527254195201,127.09871720280577,6
37.513469586068624,127.09984592702938,8
37.514370588694106,127.09984712735232,5
37.59546026047299,127.09995537559132,8
37.59996520948945,127.09996140211315,8
37.48824049593481,127.10094305685983,9
37.513468624528535,127.10097702470284,7
37.59996424495957,127.10109380793267,5
37.61347907085135,127.10111210045606,8
37.48733851788463,127.1020725480545,13
37.59996326956467,127.10222621369792,5
37.48643652893869,127.10320201208941,8
37.484633522189306,127.10433019603845,5
37.54500068037062,127.10441426563902,8
37.47562142770578,127.10657872356859,8
37.51526565908711,127.10663507612267,10
37.50445259624566,127.1077506576902,5
37.50535360002424,127.10775195262039,7
37.513462627829576,127.10776360958721,6
37.46480725802029,127.10882410170748,7
37.49003548055935,127.10886069060093,5
37.5062535665739,127.10888423613082,11
37.51436259283683,127.10889601597418,6
37.51616459715696,127.1088986343583,6
37.52607561106263,127.10891303963975,5
37.5269755628001,127.11004565081383,5
37.49634041339687,127.11113152286042,5
37.51075540578429,127.11228394903205,6
37.498140273737434,127.11339592527486,5
37.50444621168422,127.1145364248361,5
37.519763253663854,127.11455983333433,8
37.52697125963549,127.114570855231,7
37.5080480100488,127.11680396176247,6
37.52516704251117,127.11683064680813,5
37.526068042841324,127.11683205190968,8
37.52516591802811,127.11796192042429,9
37.52606691832188,127.11796333913139,7
37.49272868165732,127.11904167317351,9
37.52786778306674,127.1190974911066,9
37.48912235923694,127.12129741319926,8
37.494526047434476,127.12356777792998,5
37.53867512019892,127.12364059552057,11
37.48281178489447,127.1246791200793,5
37.54137692371034,127.12477657712428,8
37.503533701184615,127.12584451944953,6
37.50893971914219,127.12585359443297,5
37.53777173110725,127.12590203531305,9
37.471096280429826,127.12692057830058,11
37.473799304794724,127.12692514893213,9
37.47560132034904,127.12692819635899,16
37.53777051938853,127.1270334989394,5
37.5116402942646,127.12812027093318,8
37.521545037128575,127.13379330812032,12
37.535060027140105,127.13381744911314,5
37.53415381398473,127.13834147352486,7
37.495409432009026,127.13940080031756,7
37.50712247436288,127.13942257787664,7
37.53685547724805,127.13947791602054,6
37.51702806376952,127.14396561369847,9
37.55126598968812,127.14403144363752,5
37.55486997030734,127.14403837958697,6
37.49720041809424,127.14845095389508,5
37.55753669238907,127.17120585032876,6
37.54672146034163,127.17344431299428,5
37.56384033742294,127.17348399338654,5
